Oxymax PARAMETER File 

CSV Generation Date,3/15/2022 6:02:20 AM 
Experiment Started,3/14/2022 6:54:16 AM 
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.CDTA

Group/Cage,0101
Subject ID,8-1
Subject Mass,28.8 G

Group/Cage,0102
Subject ID,16-1
Subject Mass,29.1 G

Group/Cage,0103
Subject ID,16-2
Subject Mass,30.4 G

Group/Cage,0104
Subject ID,8-2
Subject Mass,25.2 G

Group/Cage,0105
Subject ID,16-3
Subject Mass,30.4 G

Group/Cage,0106
Subject ID,8-3
Subject Mass,25.5 G

Group/Cage,0107
Subject ID,16-4
Subject Mass,31.8 G

Group/Cage,0108
Subject ID,8-4
Subject Mass,28.8 G

Group/Cage,0109
Subject ID,F8-1
Subject Mass,18.8 G

Group/Cage,0110
Subject ID,F16-1
Subject Mass,22.5 G

Group/Cage,0111
Subject ID,F8-2
Subject Mass,17.7 G

Group/Cage,0112
Subject ID,F16-2
Subject Mass,25.5 G

Group/Cage,0113
Subject ID,F16-3
Subject Mass,23.8 G

Group/Cage,0114
Subject ID,F8-3
Subject Mass,20.1 G

Group/Cage,0115
Subject ID,F8-4
Subject Mass,18.7 G

Group/Cage,0116
Subject ID,F16-4
Subject Mass,20.8 G

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1

Paramter,DRINK1 (grams)


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 9 ,3/14/2022 7:40:19 AM , 0 ,3/14/2022 7:40:39 AM , 0 ,3/14/2022 7:40:59 AM , 0 ,3/14/2022 7:41:19 AM , 0 ,3/14/2022 7:41:39 AM , 0 ,3/14/2022 7:41:59 AM , 0 ,3/14/2022 7:42:19 AM , 0 ,3/14/2022 7:42:39 AM , 8.471172E-02 ,3/14/2022 7:42:59 AM , 0.8931019 ,3/14/2022 7:43:19 AM , 7.267252E-02 ,3/14/2022 7:43:39 AM , 5.476379E-02 ,3/14/2022 7:43:59 AM , 6.073252E-02 ,3/14/2022 7:44:19 AM , 0 ,3/14/2022 7:44:39 AM , 0 ,3/14/2022 7:44:59 AM , 0 ,3/14/2022 7:45:19 AM , 4.530337E-02 ,
 10 ,3/14/2022 7:45:59 AM , 0 ,3/14/2022 7:46:19 AM , 0 ,3/14/2022 7:46:39 AM , 0 ,3/14/2022 7:46:59 AM , 0 ,3/14/2022 7:47:19 AM , 0 ,3/14/2022 7:47:39 AM , 0 ,3/14/2022 7:47:59 AM , 0.6988221 ,3/14/2022 7:48:19 AM , 6.524657E-02 ,3/14/2022 7:48:39 AM , 0 ,3/14/2022 7:48:59 AM , 0 ,3/14/2022 7:49:19 AM , 0 ,3/14/2022 7:49:39 AM , 5.282083E-02 ,3/14/2022 7:49:59 AM , 0 ,3/14/2022 7:50:19 AM , 0 ,3/14/2022 7:50:39 AM , 0 ,3/14/2022 7:50:59 AM , 4.904938E-02 ,
 11 ,3/14/2022 7:51:39 AM , 0 ,3/14/2022 7:51:59 AM , 0 ,3/14/2022 7:52:19 AM , 0 ,3/14/2022 7:52:39 AM , 0 ,3/14/2022 7:52:59 AM , 0 ,3/14/2022 7:53:19 AM , 0 ,3/14/2022 7:53:39 AM , 0 ,3/14/2022 7:53:59 AM , 0 ,3/14/2022 7:54:19 AM , 0 ,3/14/2022 7:54:39 AM , 0 ,3/14/2022 7:54:59 AM , 0 ,3/14/2022 7:55:19 AM , 0 ,3/14/2022 7:55:39 AM , 0 ,3/14/2022 7:55:59 AM , 0 ,3/14/2022 7:56:19 AM , 0 ,3/14/2022 7:56:39 AM , 0 ,
 12 ,3/14/2022 7:57:19 AM , 0 ,3/14/2022 7:57:39 AM , 0 ,3/14/2022 7:57:59 AM , 0 ,3/14/2022 7:58:19 AM , 0 ,3/14/2022 7:58:39 AM , 0 ,3/14/2022 7:58:59 AM , 0 ,3/14/2022 7:59:19 AM , 0 ,3/14/2022 7:59:39 AM , 0 ,3/14/2022 7:59:59 AM , 0 ,3/14/2022 8:00:19 AM , 0 ,3/14/2022 8:00:39 AM , 0.1516978 ,3/14/2022 8:00:59 AM , 0 ,3/14/2022 8:01:19 AM , 0 ,3/14/2022 8:01:39 AM , 0.2529348 ,3/14/2022 8:01:59 AM , 0 ,3/14/2022 8:02:19 AM , 0.101298 ,
 13 ,3/14/2022 8:02:59 AM , 0 ,3/14/2022 8:03:19 AM , 0 ,3/14/2022 8:03:39 AM , 0 ,3/14/2022 8:03:59 AM , 0 ,3/14/2022 8:04:19 AM , 0 ,3/14/2022 8:04:39 AM , 0 ,3/14/2022 8:04:59 AM , 0 ,3/14/2022 8:05:19 AM , 0 ,3/14/2022 8:05:39 AM , 0 ,3/14/2022 8:05:59 AM , 0 ,3/14/2022 8:06:19 AM , 0 ,3/14/2022 8:06:39 AM , 0 ,3/14/2022 8:06:59 AM , 0 ,3/14/2022 8:07:19 AM , 0 ,3/14/2022 8:07:39 AM , 0 ,3/14/2022 8:07:59 AM , 0.1031571 ,
 14 ,3/14/2022 8:08:39 AM , 0 ,3/14/2022 8:08:59 AM , 0 ,3/14/2022 8:09:19 AM , 0 ,3/14/2022 8:09:39 AM , 0 ,3/14/2022 8:09:59 AM , 0 ,3/14/2022 8:10:19 AM , 0 ,3/14/2022 8:10:39 AM , 8.575439E-02 ,3/14/2022 8:10:59 AM , 0.155955 ,3/14/2022 8:11:19 AM , 0 ,3/14/2022 8:11:39 AM , 6.303405E-02 ,3/14/2022 8:11:59 AM , 0 ,3/14/2022 8:12:19 AM , 5.381522E-02 ,3/14/2022 8:12:39 AM , 0 ,3/14/2022 8:12:59 AM , 0 ,3/14/2022 8:13:19 AM , 0 ,3/14/2022 8:13:39 AM , 0 ,
 15 ,3/14/2022 8:14:19 AM , 0.9652556 ,3/14/2022 8:14:39 AM , 0 ,3/14/2022 8:14:59 AM , 0 ,3/14/2022 8:15:19 AM , 0 ,3/14/2022 8:15:39 AM , 0 ,3/14/2022 8:15:59 AM , 0 ,3/14/2022 8:16:19 AM , 0 ,3/14/2022 8:16:39 AM , 0 ,3/14/2022 8:16:59 AM , 0 ,3/14/2022 8:17:19 AM , 0 ,3/14/2022 8:17:39 AM , 0 ,3/14/2022 8:17:59 AM , 0 ,3/14/2022 8:18:19 AM , 0 ,3/14/2022 8:18:39 AM , 0 ,3/14/2022 8:18:59 AM , 0 ,3/14/2022 8:19:19 AM , 0 ,
 16 ,3/14/2022 8:19:59 AM , 0 ,3/14/2022 8:20:19 AM , 0 ,3/14/2022 8:20:39 AM , 0 ,3/14/2022 8:20:59 AM , 0 ,3/14/2022 8:21:19 AM , 0 ,3/14/2022 8:21:39 AM , 0 ,3/14/2022 8:21:59 AM , 0 ,3/14/2022 8:22:19 AM , 0.0513967 ,3/14/2022 8:22:39 AM , 0 ,3/14/2022 8:22:59 AM , 0 ,3/14/2022 8:23:19 AM , 0 ,3/14/2022 8:23:39 AM , 0.102918 ,3/14/2022 8:23:59 AM , 0 ,3/14/2022 8:24:19 AM , 0 ,3/14/2022 8:24:39 AM , 0 ,3/14/2022 8:24:59 AM , 5.938464E-02 ,
 17 ,3/14/2022 8:25:39 AM , 0 ,3/14/2022 8:25:59 AM , 0 ,3/14/2022 8:26:19 AM , 0 ,3/14/2022 8:26:39 AM , 0 ,3/14/2022 8:26:59 AM , 0 ,3/14/2022 8:27:19 AM , 0 ,3/14/2022 8:27:39 AM , 0 ,3/14/2022 8:27:59 AM , 0 ,3/14/2022 8:28:19 AM , 0 ,3/14/2022 8:28:39 AM , 0 ,3/14/2022 8:28:59 AM , 0 ,3/14/2022 8:29:19 AM , 9.525809E-02 ,3/14/2022 8:29:39 AM , 0 ,3/14/2022 8:29:59 AM , 0 ,3/14/2022 8:30:19 AM , 0 ,3/14/2022 8:30:39 AM , 0 ,
 18 ,3/14/2022 8:31:19 AM , 0.6870983 ,3/14/2022 8:31:39 AM , 0 ,3/14/2022 8:31:59 AM , 0 ,3/14/2022 8:32:19 AM , 0 ,3/14/2022 8:32:39 AM , 0 ,3/14/2022 8:32:59 AM , 0.2921651 ,3/14/2022 8:33:19 AM , 0 ,3/14/2022 8:33:39 AM , 0 ,3/14/2022 8:33:59 AM , 0 ,3/14/2022 8:34:19 AM , 0 ,3/14/2022 8:34:39 AM , 0 ,3/14/2022 8:34:59 AM , 0 ,3/14/2022 8:35:19 AM , 0 ,3/14/2022 8:35:39 AM , 0 ,3/14/2022 8:35:59 AM , 0 ,3/14/2022 8:36:19 AM , 5.146539E-02 ,
 19 ,3/14/2022 8:36:59 AM , 0 ,3/14/2022 8:37:19 AM , 0 ,3/14/2022 8:37:39 AM , 0 ,3/14/2022 8:37:59 AM , 0 ,3/14/2022 8:38:19 AM , 0 ,3/14/2022 8:38:39 AM , 0 ,3/14/2022 8:38:59 AM , 0 ,3/14/2022 8:39:19 AM , 0.1030375 ,3/14/2022 8:39:39 AM , 0 ,3/14/2022 8:39:59 AM , 4.157002E-02 ,3/14/2022 8:40:19 AM , 0 ,3/14/2022 8:40:39 AM , 0 ,3/14/2022 8:40:59 AM , 0 ,3/14/2022 8:41:19 AM , 0 ,3/14/2022 8:41:39 AM , 0 ,3/14/2022 8:41:59 AM , 0 ,
 20 ,3/14/2022 8:42:39 AM , 0 ,3/14/2022 8:42:59 AM , 0 ,3/14/2022 8:43:19 AM , 0 ,3/14/2022 8:43:39 AM , 0 ,3/14/2022 8:43:59 AM , 0 ,3/14/2022 8:44:19 AM , 0 ,3/14/2022 8:44:39 AM , 0 ,3/14/2022 8:44:59 AM , 0.197464 ,3/14/2022 8:45:19 AM , 0 ,3/14/2022 8:45:39 AM , 0.2275543 ,3/14/2022 8:45:59 AM , 0 ,3/14/2022 8:46:19 AM , 0 ,3/14/2022 8:46:39 AM , 0 ,3/14/2022 8:46:59 AM , 0 ,3/14/2022 8:47:19 AM , 0 ,3/14/2022 8:47:39 AM , 0 ,
 21 ,3/14/2022 8:48:19 AM , 0 ,3/14/2022 8:48:39 AM , 0.043691 ,3/14/2022 8:48:59 AM , 0 ,3/14/2022 8:49:19 AM , 0 ,3/14/2022 8:49:39 AM , 0 ,3/14/2022 8:49:59 AM , 0 ,3/14/2022 8:50:19 AM , 0 ,3/14/2022 8:50:39 AM , 0 ,3/14/2022 8:50:59 AM , 0 ,3/14/2022 8:51:19 AM , 0 ,3/14/2022 8:51:39 AM , 0 ,3/14/2022 8:51:59 AM , 0 ,3/14/2022 8:52:19 AM , 0.1742808 ,3/14/2022 8:52:39 AM , 0 ,3/14/2022 8:52:59 AM , 0 ,3/14/2022 8:53:19 AM , 0 ,
 22 ,3/14/2022 8:53:59 AM , 0 ,3/14/2022 8:54:19 AM , 8.762105E-02 ,3/14/2022 8:54:39 AM , 0 ,3/14/2022 8:54:59 AM , 0 ,3/14/2022 8:55:19 AM , 0 ,3/14/2022 8:55:39 AM , 0 ,3/14/2022 8:55:59 AM , 0 ,3/14/2022 8:56:19 AM , 0 ,3/14/2022 8:56:39 AM , 0 ,3/14/2022 8:56:59 AM , 0 ,3/14/2022 8:57:19 AM , 0 ,3/14/2022 8:57:39 AM , 0 ,3/14/2022 8:57:59 AM , 0 ,3/14/2022 8:58:19 AM , 0 ,3/14/2022 8:58:39 AM , 0 ,3/14/2022 8:58:59 AM , 0 ,
 23 ,3/14/2022 8:59:39 AM , 0 ,3/14/2022 8:59:59 AM , 0 ,3/14/2022 9:00:19 AM , 0 ,3/14/2022 9:00:39 AM , 0 ,3/14/2022 9:00:59 AM , 0 ,3/14/2022 9:01:19 AM , 0 ,3/14/2022 9:01:39 AM , 0.248703 ,3/14/2022 9:01:59 AM , 0 ,3/14/2022 9:02:19 AM , 0 ,3/14/2022 9:02:39 AM , 0 ,3/14/2022 9:02:59 AM , 0 ,3/14/2022 9:03:19 AM , 0 ,3/14/2022 9:03:39 AM , 0 ,3/14/2022 9:03:59 AM , 0 ,3/14/2022 9:04:19 AM , 0 ,3/14/2022 9:04:39 AM , 0 ,
 24 ,3/14/2022 9:05:19 AM , 0 ,3/14/2022 9:05:39 AM , 0 ,3/14/2022 9:05:59 AM , 0 ,3/14/2022 9:06:19 AM , 0.2019933 ,3/14/2022 9:06:39 AM , 0 ,3/14/2022 9:06:59 AM , 0 ,3/14/2022 9:07:19 AM , 0 ,3/14/2022 9:07:39 AM , 4.141235E-02 ,3/14/2022 9:07:59 AM , 0 ,3/14/2022 9:08:19 AM , 0 ,3/14/2022 9:08:39 AM , 0 ,3/14/2022 9:08:59 AM , 0 ,3/14/2022 9:09:19 AM , 0.2792612 ,3/14/2022 9:09:39 AM , 0 ,3/14/2022 9:09:59 AM , 0 ,3/14/2022 9:10:19 AM , 0 ,
 25 ,3/14/2022 9:10:59 AM , 0 ,3/14/2022 9:11:19 AM , 0 ,3/14/2022 9:11:39 AM , 0 ,3/14/2022 9:11:59 AM , 0 ,3/14/2022 9:12:19 AM , 0 ,3/14/2022 9:12:39 AM , 0 ,3/14/2022 9:12:59 AM , 0 ,3/14/2022 9:13:19 AM , 3.290814E-02 ,3/14/2022 9:13:39 AM , 0 ,3/14/2022 9:13:59 AM , 0 ,3/14/2022 9:14:19 AM , 0 ,3/14/2022 9:14:39 AM , 0 ,3/14/2022 9:14:59 AM , 0 ,3/14/2022 9:15:19 AM , 0 ,3/14/2022 9:15:39 AM , 0 ,3/14/2022 9:15:59 AM , 0 ,
 26 ,3/14/2022 9:16:39 AM , 0 ,3/14/2022 9:16:59 AM , 0 ,3/14/2022 9:17:19 AM , 0 ,3/14/2022 9:17:39 AM , 0 ,3/14/2022 9:17:59 AM , 0 ,3/14/2022 9:18:19 AM , 0 ,3/14/2022 9:18:39 AM , 0 ,3/14/2022 9:18:59 AM , 4.752606E-02 ,3/14/2022 9:19:19 AM , 0 ,3/14/2022 9:19:39 AM , 0 ,3/14/2022 9:19:59 AM , 0 ,3/14/2022 9:20:19 AM , 0 ,3/14/2022 9:20:39 AM , 5.577594E-02 ,3/14/2022 9:20:59 AM , 0 ,3/14/2022 9:21:19 AM , 0 ,3/14/2022 9:21:39 AM , 0 ,
 27 ,3/14/2022 9:22:19 AM , 0 ,3/14/2022 9:22:39 AM , 0 ,3/14/2022 9:22:59 AM , 0 ,3/14/2022 9:23:19 AM , 0 ,3/14/2022 9:23:39 AM , 0 ,3/14/2022 9:23:59 AM , 0 ,3/14/2022 9:24:19 AM , 0 ,3/14/2022 9:24:39 AM , 0 ,3/14/2022 9:24:59 AM , 0 ,3/14/2022 9:25:19 AM , 0 ,3/14/2022 9:25:39 AM , 0 ,3/14/2022 9:25:59 AM , 0 ,3/14/2022 9:26:19 AM , 0 ,3/14/2022 9:26:39 AM , 0 ,3/14/2022 9:26:59 AM , 0 ,3/14/2022 9:27:19 AM , 0 ,
 28 ,3/14/2022 9:27:59 AM , 0 ,3/14/2022 9:28:19 AM , 0 ,3/14/2022 9:28:39 AM , 0 ,3/14/2022 9:28:59 AM , 0.1895549 ,3/14/2022 9:29:19 AM , 0 ,3/14/2022 9:29:39 AM , 0 ,3/14/2022 9:29:59 AM , 0 ,3/14/2022 9:30:19 AM , 0 ,3/14/2022 9:30:39 AM , 0 ,3/14/2022 9:30:59 AM , 0 ,3/14/2022 9:31:19 AM , 0 ,3/14/2022 9:31:39 AM , 0 ,3/14/2022 9:31:59 AM , 0 ,3/14/2022 9:32:19 AM , 0 ,3/14/2022 9:32:39 AM , 0 ,3/14/2022 9:32:59 AM , 0 ,
 29 ,3/14/2022 9:33:39 AM , 0 ,3/14/2022 9:33:59 AM , 0 ,3/14/2022 9:34:19 AM , 0 ,3/14/2022 9:34:39 AM , 0 ,3/14/2022 9:34:59 AM , 0 ,3/14/2022 9:35:19 AM , 0 ,3/14/2022 9:35:39 AM , 0 ,3/14/2022 9:35:59 AM , 0.1379445 ,3/14/2022 9:36:19 AM , 0 ,3/14/2022 9:36:39 AM , 0 ,3/14/2022 9:36:59 AM , 0 ,3/14/2022 9:37:19 AM , 0 ,3/14/2022 9:37:39 AM , 0 ,3/14/2022 9:37:59 AM , 0 ,3/14/2022 9:38:19 AM , 0 ,3/14/2022 9:38:39 AM , 0.177653 ,
 30 ,3/14/2022 9:39:19 AM , 0 ,3/14/2022 9:39:39 AM , 0 ,3/14/2022 9:39:59 AM , 0 ,3/14/2022 9:40:19 AM , 0 ,3/14/2022 9:40:39 AM , 0 ,3/14/2022 9:40:59 AM , 0 ,3/14/2022 9:41:19 AM , 0 ,3/14/2022 9:41:39 AM , 0 ,3/14/2022 9:41:59 AM , 0 ,3/14/2022 9:42:19 AM , 0 ,3/14/2022 9:42:39 AM , 0 ,3/14/2022 9:42:59 AM , 0 ,3/14/2022 9:43:19 AM , 0 ,3/14/2022 9:43:39 AM , 0 ,3/14/2022 9:43:59 AM , 0 ,3/14/2022 9:44:19 AM , 0 ,
 31 ,3/14/2022 9:44:59 AM , 0 ,3/14/2022 9:45:19 AM , 0 ,3/14/2022 9:45:39 AM , 0 ,3/14/2022 9:45:59 AM , 0 ,3/14/2022 9:46:19 AM , 0 ,3/14/2022 9:46:39 AM , 0 ,3/14/2022 9:46:59 AM , 0 ,3/14/2022 9:47:19 AM , 0 ,3/14/2022 9:47:39 AM , 0 ,3/14/2022 9:47:59 AM , 0 ,3/14/2022 9:48:19 AM , 0 ,3/14/2022 9:48:39 AM , 0 ,3/14/2022 9:48:59 AM , 0 ,3/14/2022 9:49:19 AM , 0 ,3/14/2022 9:49:39 AM , 0 ,3/14/2022 9:49:59 AM , 0 ,
 32 ,3/14/2022 9:50:39 AM , 4.928467 ,3/14/2022 9:50:59 AM , 0 ,3/14/2022 9:51:19 AM , 0 ,3/14/2022 9:51:39 AM , 0 ,3/14/2022 9:51:59 AM , 0 ,3/14/2022 9:52:19 AM , 0 ,3/14/2022 9:52:39 AM , 0.1378376 ,3/14/2022 9:52:59 AM , 0 ,3/14/2022 9:53:19 AM , 0 ,3/14/2022 9:53:39 AM , 0 ,3/14/2022 9:53:59 AM , 0 ,3/14/2022 9:54:19 AM , 0 ,3/14/2022 9:54:39 AM , 0 ,3/14/2022 9:54:59 AM , 0 ,3/14/2022 9:55:19 AM , 0 ,3/14/2022 9:55:39 AM , 0 ,
 33 ,3/14/2022 9:56:19 AM , 0 ,3/14/2022 9:56:39 AM , 0 ,3/14/2022 9:56:59 AM , 0 ,3/14/2022 9:57:19 AM , 0 ,3/14/2022 9:57:39 AM , 0 ,3/14/2022 9:57:59 AM , 0 ,3/14/2022 9:58:19 AM , 0 ,3/14/2022 9:58:39 AM , 0 ,3/14/2022 9:58:59 AM , 0 ,3/14/2022 9:59:19 AM , 0 ,3/14/2022 9:59:39 AM , 0 ,3/14/2022 9:59:59 AM , 0 ,3/14/2022 10:00:19 AM , 0 ,3/14/2022 10:00:39 AM , 0 ,3/14/2022 10:00:59 AM , 0 ,3/14/2022 10:01:19 AM , 0 ,
 34 ,3/14/2022 10:01:59 AM , 0 ,3/14/2022 10:02:19 AM , 0 ,3/14/2022 10:02:39 AM , 0 ,3/14/2022 10:02:59 AM , 0 ,3/14/2022 10:03:19 AM , 0 ,3/14/2022 10:03:39 AM , 0 ,3/14/2022 10:03:59 AM , 0 ,3/14/2022 10:04:19 AM , 0 ,3/14/2022 10:04:39 AM , 0 ,3/14/2022 10:04:59 AM , 0 ,3/14/2022 10:05:19 AM , 0 ,3/14/2022 10:05:39 AM , 0 ,3/14/2022 10:05:59 AM , 0 ,3/14/2022 10:06:19 AM , 0 ,3/14/2022 10:06:39 AM , 0 ,3/14/2022 10:06:59 AM , 0 ,
