Oxymax PARAMETER File 

CSV Generation Date,3/15/2022 6:02:20 AM 
Experiment Started,3/14/2022 6:54:16 AM 
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.CDTA

Group/Cage,0101
Subject ID,8-1
Subject Mass,28.8 G

Group/Cage,0102
Subject ID,16-1
Subject Mass,29.1 G

Group/Cage,0103
Subject ID,16-2
Subject Mass,30.4 G

Group/Cage,0104
Subject ID,8-2
Subject Mass,25.2 G

Group/Cage,0105
Subject ID,16-3
Subject Mass,30.4 G

Group/Cage,0106
Subject ID,8-3
Subject Mass,25.5 G

Group/Cage,0107
Subject ID,16-4
Subject Mass,31.8 G

Group/Cage,0108
Subject ID,8-4
Subject Mass,28.8 G

Group/Cage,0109
Subject ID,F8-1
Subject Mass,18.8 G

Group/Cage,0110
Subject ID,F16-1
Subject Mass,22.5 G

Group/Cage,0111
Subject ID,F8-2
Subject Mass,17.7 G

Group/Cage,0112
Subject ID,F16-2
Subject Mass,25.5 G

Group/Cage,0113
Subject ID,F16-3
Subject Mass,23.8 G

Group/Cage,0114
Subject ID,F8-3
Subject Mass,20.1 G

Group/Cage,0115
Subject ID,F8-4
Subject Mass,18.7 G

Group/Cage,0116
Subject ID,F16-4
Subject Mass,20.8 G

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1

Paramter,DRINK1 ACC (grams)


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 9 ,3/14/2022 7:40:19 AM , 1.114477 ,3/14/2022 7:40:39 AM , 0 ,3/14/2022 7:40:59 AM , 0 ,3/14/2022 7:41:19 AM , 0.1860631 ,3/14/2022 7:41:39 AM , 0 ,3/14/2022 7:41:59 AM , 0.108729 ,3/14/2022 7:42:19 AM , 0.7826334 ,3/14/2022 7:42:39 AM , 0.2412059 ,3/14/2022 7:42:59 AM , 1.661504 ,3/14/2022 7:43:19 AM , 7.267252E-02 ,3/14/2022 7:43:39 AM , 0.7298584 ,3/14/2022 7:43:59 AM , 0.1143112 ,3/14/2022 7:44:19 AM , 0 ,3/14/2022 7:44:39 AM , 0 ,3/14/2022 7:44:59 AM , 0.4934489 ,3/14/2022 7:45:19 AM , 0.2811229 ,
 10 ,3/14/2022 7:45:59 AM , 1.114477 ,3/14/2022 7:46:19 AM , 0 ,3/14/2022 7:46:39 AM , 0 ,3/14/2022 7:46:59 AM , 0.1860631 ,3/14/2022 7:47:19 AM , 0 ,3/14/2022 7:47:39 AM , 0.108729 ,3/14/2022 7:47:59 AM , 1.481456 ,3/14/2022 7:48:19 AM , 0.3064524 ,3/14/2022 7:48:39 AM , 1.661504 ,3/14/2022 7:48:59 AM , 7.267252E-02 ,3/14/2022 7:49:19 AM , 0.7298584 ,3/14/2022 7:49:39 AM , 0.167132 ,3/14/2022 7:49:59 AM , 0 ,3/14/2022 7:50:19 AM , 0 ,3/14/2022 7:50:39 AM , 0.4934489 ,3/14/2022 7:50:59 AM , 0.3301722 ,
 11 ,3/14/2022 7:51:39 AM , 1.114477 ,3/14/2022 7:51:59 AM , 0 ,3/14/2022 7:52:19 AM , 0 ,3/14/2022 7:52:39 AM , 0.1860631 ,3/14/2022 7:52:59 AM , 0 ,3/14/2022 7:53:19 AM , 0.108729 ,3/14/2022 7:53:39 AM , 1.481456 ,3/14/2022 7:53:59 AM , 0.3064524 ,3/14/2022 7:54:19 AM , 1.661504 ,3/14/2022 7:54:39 AM , 7.267252E-02 ,3/14/2022 7:54:59 AM , 0.7298584 ,3/14/2022 7:55:19 AM , 0.167132 ,3/14/2022 7:55:39 AM , 0 ,3/14/2022 7:55:59 AM , 0 ,3/14/2022 7:56:19 AM , 0.4934489 ,3/14/2022 7:56:39 AM , 0.3301722 ,
 12 ,3/14/2022 7:57:19 AM , 1.114477 ,3/14/2022 7:57:39 AM , 0 ,3/14/2022 7:57:59 AM , 0 ,3/14/2022 7:58:19 AM , 0.1860631 ,3/14/2022 7:58:39 AM , 0 ,3/14/2022 7:58:59 AM , 0.108729 ,3/14/2022 7:59:19 AM , 1.481456 ,3/14/2022 7:59:39 AM , 0.3064524 ,3/14/2022 7:59:59 AM , 1.661504 ,3/14/2022 8:00:19 AM , 7.267252E-02 ,3/14/2022 8:00:39 AM , 0.8815562 ,3/14/2022 8:00:59 AM , 0.167132 ,3/14/2022 8:01:19 AM , 0 ,3/14/2022 8:01:39 AM , 0.2529348 ,3/14/2022 8:01:59 AM , 0.4934489 ,3/14/2022 8:02:19 AM , 0.4314702 ,
 13 ,3/14/2022 8:02:59 AM , 1.114477 ,3/14/2022 8:03:19 AM , 0 ,3/14/2022 8:03:39 AM , 0 ,3/14/2022 8:03:59 AM , 0.1860631 ,3/14/2022 8:04:19 AM , 0 ,3/14/2022 8:04:39 AM , 0.108729 ,3/14/2022 8:04:59 AM , 1.481456 ,3/14/2022 8:05:19 AM , 0.3064524 ,3/14/2022 8:05:39 AM , 1.661504 ,3/14/2022 8:05:59 AM , 7.267252E-02 ,3/14/2022 8:06:19 AM , 0.8815562 ,3/14/2022 8:06:39 AM , 0.167132 ,3/14/2022 8:06:59 AM , 0 ,3/14/2022 8:07:19 AM , 0.2529348 ,3/14/2022 8:07:39 AM , 0.4934489 ,3/14/2022 8:07:59 AM , 0.5346273 ,
 14 ,3/14/2022 8:08:39 AM , 1.114477 ,3/14/2022 8:08:59 AM , 0 ,3/14/2022 8:09:19 AM , 0 ,3/14/2022 8:09:39 AM , 0.1860631 ,3/14/2022 8:09:59 AM , 0 ,3/14/2022 8:10:19 AM , 0.108729 ,3/14/2022 8:10:39 AM , 1.56721 ,3/14/2022 8:10:59 AM , 0.4624074 ,3/14/2022 8:11:19 AM , 1.661504 ,3/14/2022 8:11:39 AM , 0.1357066 ,3/14/2022 8:11:59 AM , 0.8815562 ,3/14/2022 8:12:19 AM , 0.2209473 ,3/14/2022 8:12:39 AM , 0 ,3/14/2022 8:12:59 AM , 0.2529348 ,3/14/2022 8:13:19 AM , 0.4934489 ,3/14/2022 8:13:39 AM , 0.5346273 ,
 15 ,3/14/2022 8:14:19 AM , 2.079732 ,3/14/2022 8:14:39 AM , 0 ,3/14/2022 8:14:59 AM , 0 ,3/14/2022 8:15:19 AM , 0.1860631 ,3/14/2022 8:15:39 AM , 0 ,3/14/2022 8:15:59 AM , 0.108729 ,3/14/2022 8:16:19 AM , 1.56721 ,3/14/2022 8:16:39 AM , 0.4624074 ,3/14/2022 8:16:59 AM , 1.661504 ,3/14/2022 8:17:19 AM , 0.1357066 ,3/14/2022 8:17:39 AM , 0.8815562 ,3/14/2022 8:17:59 AM , 0.2209473 ,3/14/2022 8:18:19 AM , 0 ,3/14/2022 8:18:39 AM , 0.2529348 ,3/14/2022 8:18:59 AM , 0.4934489 ,3/14/2022 8:19:19 AM , 0.5346273 ,
 16 ,3/14/2022 8:19:59 AM , 2.079732 ,3/14/2022 8:20:19 AM , 0 ,3/14/2022 8:20:39 AM , 0 ,3/14/2022 8:20:59 AM , 0.1860631 ,3/14/2022 8:21:19 AM , 0 ,3/14/2022 8:21:39 AM , 0.108729 ,3/14/2022 8:21:59 AM , 1.56721 ,3/14/2022 8:22:19 AM , 0.5138041 ,3/14/2022 8:22:39 AM , 1.661504 ,3/14/2022 8:22:59 AM , 0.1357066 ,3/14/2022 8:23:19 AM , 0.8815562 ,3/14/2022 8:23:39 AM , 0.3238652 ,3/14/2022 8:23:59 AM , 0 ,3/14/2022 8:24:19 AM , 0.2529348 ,3/14/2022 8:24:39 AM , 0.4934489 ,3/14/2022 8:24:59 AM , 0.594012 ,
 17 ,3/14/2022 8:25:39 AM , 2.079732 ,3/14/2022 8:25:59 AM , 0 ,3/14/2022 8:26:19 AM , 0 ,3/14/2022 8:26:39 AM , 0.1860631 ,3/14/2022 8:26:59 AM , 0 ,3/14/2022 8:27:19 AM , 0.108729 ,3/14/2022 8:27:39 AM , 1.56721 ,3/14/2022 8:27:59 AM , 0.5138041 ,3/14/2022 8:28:19 AM , 1.661504 ,3/14/2022 8:28:39 AM , 0.1357066 ,3/14/2022 8:28:59 AM , 0.8815562 ,3/14/2022 8:29:19 AM , 0.4191233 ,3/14/2022 8:29:39 AM , 0 ,3/14/2022 8:29:59 AM , 0.2529348 ,3/14/2022 8:30:19 AM , 0.4934489 ,3/14/2022 8:30:39 AM , 0.594012 ,
 18 ,3/14/2022 8:31:19 AM , 2.76683 ,3/14/2022 8:31:39 AM , 0 ,3/14/2022 8:31:59 AM , 0 ,3/14/2022 8:32:19 AM , 0.1860631 ,3/14/2022 8:32:39 AM , 0 ,3/14/2022 8:32:59 AM , 0.4008942 ,3/14/2022 8:33:19 AM , 1.56721 ,3/14/2022 8:33:39 AM , 0.5138041 ,3/14/2022 8:33:59 AM , 1.661504 ,3/14/2022 8:34:19 AM , 0.1357066 ,3/14/2022 8:34:39 AM , 0.8815562 ,3/14/2022 8:34:59 AM , 0.4191233 ,3/14/2022 8:35:19 AM , 0 ,3/14/2022 8:35:39 AM , 0.2529348 ,3/14/2022 8:35:59 AM , 0.4934489 ,3/14/2022 8:36:19 AM , 0.6454774 ,
 19 ,3/14/2022 8:36:59 AM , 2.76683 ,3/14/2022 8:37:19 AM , 0 ,3/14/2022 8:37:39 AM , 0 ,3/14/2022 8:37:59 AM , 0.1860631 ,3/14/2022 8:38:19 AM , 0 ,3/14/2022 8:38:39 AM , 0.4008942 ,3/14/2022 8:38:59 AM , 1.56721 ,3/14/2022 8:39:19 AM , 0.6168416 ,3/14/2022 8:39:39 AM , 1.661504 ,3/14/2022 8:39:59 AM , 0.1772766 ,3/14/2022 8:40:19 AM , 0.8815562 ,3/14/2022 8:40:39 AM , 0.4191233 ,3/14/2022 8:40:59 AM , 0 ,3/14/2022 8:41:19 AM , 0.2529348 ,3/14/2022 8:41:39 AM , 0.4934489 ,3/14/2022 8:41:59 AM , 0.6454774 ,
 20 ,3/14/2022 8:42:39 AM , 2.76683 ,3/14/2022 8:42:59 AM , 0 ,3/14/2022 8:43:19 AM , 0 ,3/14/2022 8:43:39 AM , 0.1860631 ,3/14/2022 8:43:59 AM , 0 ,3/14/2022 8:44:19 AM , 0.4008942 ,3/14/2022 8:44:39 AM , 1.56721 ,3/14/2022 8:44:59 AM , 0.8143056 ,3/14/2022 8:45:19 AM , 1.661504 ,3/14/2022 8:45:39 AM , 0.4048309 ,3/14/2022 8:45:59 AM , 0.8815562 ,3/14/2022 8:46:19 AM , 0.4191233 ,3/14/2022 8:46:39 AM , 0 ,3/14/2022 8:46:59 AM , 0.2529348 ,3/14/2022 8:47:19 AM , 0.4934489 ,3/14/2022 8:47:39 AM , 0.6454774 ,
 21 ,3/14/2022 8:48:19 AM , 2.76683 ,3/14/2022 8:48:39 AM , 0.043691 ,3/14/2022 8:48:59 AM , 0 ,3/14/2022 8:49:19 AM , 0.1860631 ,3/14/2022 8:49:39 AM , 0 ,3/14/2022 8:49:59 AM , 0.4008942 ,3/14/2022 8:50:19 AM , 1.56721 ,3/14/2022 8:50:39 AM , 0.8143056 ,3/14/2022 8:50:59 AM , 1.661504 ,3/14/2022 8:51:19 AM , 0.4048309 ,3/14/2022 8:51:39 AM , 0.8815562 ,3/14/2022 8:51:59 AM , 0.4191233 ,3/14/2022 8:52:19 AM , 0.1742808 ,3/14/2022 8:52:39 AM , 0.2529348 ,3/14/2022 8:52:59 AM , 0.4934489 ,3/14/2022 8:53:19 AM , 0.6454774 ,
 22 ,3/14/2022 8:53:59 AM , 2.76683 ,3/14/2022 8:54:19 AM , 0.131312 ,3/14/2022 8:54:39 AM , 0 ,3/14/2022 8:54:59 AM , 0.1860631 ,3/14/2022 8:55:19 AM , 0 ,3/14/2022 8:55:39 AM , 0.4008942 ,3/14/2022 8:55:59 AM , 1.56721 ,3/14/2022 8:56:19 AM , 0.8143056 ,3/14/2022 8:56:39 AM , 1.661504 ,3/14/2022 8:56:59 AM , 0.4048309 ,3/14/2022 8:57:19 AM , 0.8815562 ,3/14/2022 8:57:39 AM , 0.4191233 ,3/14/2022 8:57:59 AM , 0.1742808 ,3/14/2022 8:58:19 AM , 0.2529348 ,3/14/2022 8:58:39 AM , 0.4934489 ,3/14/2022 8:58:59 AM , 0.6454774 ,
 23 ,3/14/2022 8:59:39 AM , 2.76683 ,3/14/2022 8:59:59 AM , 0.131312 ,3/14/2022 9:00:19 AM , 0 ,3/14/2022 9:00:39 AM , 0.1860631 ,3/14/2022 9:00:59 AM , 0 ,3/14/2022 9:01:19 AM , 0.4008942 ,3/14/2022 9:01:39 AM , 1.815913 ,3/14/2022 9:01:59 AM , 0.8143056 ,3/14/2022 9:02:19 AM , 1.661504 ,3/14/2022 9:02:39 AM , 0.4048309 ,3/14/2022 9:02:59 AM , 0.8815562 ,3/14/2022 9:03:19 AM , 0.4191233 ,3/14/2022 9:03:39 AM , 0.1742808 ,3/14/2022 9:03:59 AM , 0.2529348 ,3/14/2022 9:04:19 AM , 0.4934489 ,3/14/2022 9:04:39 AM , 0.6454774 ,
 24 ,3/14/2022 9:05:19 AM , 2.76683 ,3/14/2022 9:05:39 AM , 0.131312 ,3/14/2022 9:05:59 AM , 0 ,3/14/2022 9:06:19 AM , 0.3880565 ,3/14/2022 9:06:39 AM , 0 ,3/14/2022 9:06:59 AM , 0.4008942 ,3/14/2022 9:07:19 AM , 1.815913 ,3/14/2022 9:07:39 AM , 0.855718 ,3/14/2022 9:07:59 AM , 1.661504 ,3/14/2022 9:08:19 AM , 0.4048309 ,3/14/2022 9:08:39 AM , 0.8815562 ,3/14/2022 9:08:59 AM , 0.4191233 ,3/14/2022 9:09:19 AM , 0.4535421 ,3/14/2022 9:09:39 AM , 0.2529348 ,3/14/2022 9:09:59 AM , 0.4934489 ,3/14/2022 9:10:19 AM , 0.6454774 ,
 25 ,3/14/2022 9:10:59 AM , 2.76683 ,3/14/2022 9:11:19 AM , 0.131312 ,3/14/2022 9:11:39 AM , 0 ,3/14/2022 9:11:59 AM , 0.3880565 ,3/14/2022 9:12:19 AM , 0 ,3/14/2022 9:12:39 AM , 0.4008942 ,3/14/2022 9:12:59 AM , 1.815913 ,3/14/2022 9:13:19 AM , 0.8886261 ,3/14/2022 9:13:39 AM , 1.661504 ,3/14/2022 9:13:59 AM , 0.4048309 ,3/14/2022 9:14:19 AM , 0.8815562 ,3/14/2022 9:14:39 AM , 0.4191233 ,3/14/2022 9:14:59 AM , 0.4535421 ,3/14/2022 9:15:19 AM , 0.2529348 ,3/14/2022 9:15:39 AM , 0.4934489 ,3/14/2022 9:15:59 AM , 0.6454774 ,
 26 ,3/14/2022 9:16:39 AM , 2.76683 ,3/14/2022 9:16:59 AM , 0.131312 ,3/14/2022 9:17:19 AM , 0 ,3/14/2022 9:17:39 AM , 0.3880565 ,3/14/2022 9:17:59 AM , 0 ,3/14/2022 9:18:19 AM , 0.4008942 ,3/14/2022 9:18:39 AM , 1.815913 ,3/14/2022 9:18:59 AM , 0.9361522 ,3/14/2022 9:19:19 AM , 1.661504 ,3/14/2022 9:19:39 AM , 0.4048309 ,3/14/2022 9:19:59 AM , 0.8815562 ,3/14/2022 9:20:19 AM , 0.4191233 ,3/14/2022 9:20:39 AM , 0.509318 ,3/14/2022 9:20:59 AM , 0.2529348 ,3/14/2022 9:21:19 AM , 0.4934489 ,3/14/2022 9:21:39 AM , 0.6454774 ,
 27 ,3/14/2022 9:22:19 AM , 2.76683 ,3/14/2022 9:22:39 AM , 0.131312 ,3/14/2022 9:22:59 AM , 0 ,3/14/2022 9:23:19 AM , 0.3880565 ,3/14/2022 9:23:39 AM , 0 ,3/14/2022 9:23:59 AM , 0.4008942 ,3/14/2022 9:24:19 AM , 1.815913 ,3/14/2022 9:24:39 AM , 0.9361522 ,3/14/2022 9:24:59 AM , 1.661504 ,3/14/2022 9:25:19 AM , 0.4048309 ,3/14/2022 9:25:39 AM , 0.8815562 ,3/14/2022 9:25:59 AM , 0.4191233 ,3/14/2022 9:26:19 AM , 0.509318 ,3/14/2022 9:26:39 AM , 0.2529348 ,3/14/2022 9:26:59 AM , 0.4934489 ,3/14/2022 9:27:19 AM , 0.6454774 ,
 28 ,3/14/2022 9:27:59 AM , 2.76683 ,3/14/2022 9:28:19 AM , 0.131312 ,3/14/2022 9:28:39 AM , 0 ,3/14/2022 9:28:59 AM , 0.5776113 ,3/14/2022 9:29:19 AM , 0 ,3/14/2022 9:29:39 AM , 0.4008942 ,3/14/2022 9:29:59 AM , 1.815913 ,3/14/2022 9:30:19 AM , 0.9361522 ,3/14/2022 9:30:39 AM , 1.661504 ,3/14/2022 9:30:59 AM , 0.4048309 ,3/14/2022 9:31:19 AM , 0.8815562 ,3/14/2022 9:31:39 AM , 0.4191233 ,3/14/2022 9:31:59 AM , 0.509318 ,3/14/2022 9:32:19 AM , 0.2529348 ,3/14/2022 9:32:39 AM , 0.4934489 ,3/14/2022 9:32:59 AM , 0.6454774 ,
 29 ,3/14/2022 9:33:39 AM , 2.76683 ,3/14/2022 9:33:59 AM , 0.131312 ,3/14/2022 9:34:19 AM , 0 ,3/14/2022 9:34:39 AM , 0.5776113 ,3/14/2022 9:34:59 AM , 0 ,3/14/2022 9:35:19 AM , 0.4008942 ,3/14/2022 9:35:39 AM , 1.815913 ,3/14/2022 9:35:59 AM , 1.074097 ,3/14/2022 9:36:19 AM , 1.661504 ,3/14/2022 9:36:39 AM , 0.4048309 ,3/14/2022 9:36:59 AM , 0.8815562 ,3/14/2022 9:37:19 AM , 0.4191233 ,3/14/2022 9:37:39 AM , 0.509318 ,3/14/2022 9:37:59 AM , 0.2529348 ,3/14/2022 9:38:19 AM , 0.4934489 ,3/14/2022 9:38:39 AM , 0.8231303 ,
 30 ,3/14/2022 9:39:19 AM , 2.76683 ,3/14/2022 9:39:39 AM , 0.131312 ,3/14/2022 9:39:59 AM , 0 ,3/14/2022 9:40:19 AM , 0.5776113 ,3/14/2022 9:40:39 AM , 0 ,3/14/2022 9:40:59 AM , 0.4008942 ,3/14/2022 9:41:19 AM , 1.815913 ,3/14/2022 9:41:39 AM , 1.074097 ,3/14/2022 9:41:59 AM , 1.661504 ,3/14/2022 9:42:19 AM , 0.4048309 ,3/14/2022 9:42:39 AM , 0.8815562 ,3/14/2022 9:42:59 AM , 0.4191233 ,3/14/2022 9:43:19 AM , 0.509318 ,3/14/2022 9:43:39 AM , 0.2529348 ,3/14/2022 9:43:59 AM , 0.4934489 ,3/14/2022 9:44:19 AM , 0.8231303 ,
 31 ,3/14/2022 9:44:59 AM , 2.76683 ,3/14/2022 9:45:19 AM , 0.131312 ,3/14/2022 9:45:39 AM , 0 ,3/14/2022 9:45:59 AM , 0.5776113 ,3/14/2022 9:46:19 AM , 0 ,3/14/2022 9:46:39 AM , 0.4008942 ,3/14/2022 9:46:59 AM , 1.815913 ,3/14/2022 9:47:19 AM , 1.074097 ,3/14/2022 9:47:39 AM , 1.661504 ,3/14/2022 9:47:59 AM , 0.4048309 ,3/14/2022 9:48:19 AM , 0.8815562 ,3/14/2022 9:48:39 AM , 0.4191233 ,3/14/2022 9:48:59 AM , 0.509318 ,3/14/2022 9:49:19 AM , 0.2529348 ,3/14/2022 9:49:39 AM , 0.4934489 ,3/14/2022 9:49:59 AM , 0.8231303 ,
